file,inspection,system_area,related_plan_entries,bytes,lines,sha256
content/statuses/burn.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",467,20,3d9d2a44df6bdbcd7f894a41ae2221a172e7fde1e040e0fc1fc728b65d8cfa35
content/statuses/focus.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",300,15,8b04a46a54d00b803e7e497ac6c9f0107b6f49e30e51ec2cea214f506b632489
content/statuses/freeze.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",526,22,aceda23985987dd046328c8d4eb6c713c2cc161ac78fc71e86446e240df89ca6
content/statuses/poison.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",461,20,95628f65ccfe64778f42ab4a522680a6133d457ffdf346682bee78b506ee85d2
content/statuses/resolve.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",312,16,fdf9b5d930194a4a91d949efb85fdbb301f60f49a86b67be97b6daa854ddaf9b
content/statuses/stoneskin.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",323,16,43c7c14661e561f41ff63b8b5063cd96333dde1f8054abe32a2bd32eca759c1e
content/statuses/stun.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",290,13,edea2d116c3858ba4bc84d1a635afc9f748da02bead88ad32a40984cf0c63407
content/statuses/swiftness.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",339,16,0265b881598f394ad43bb97ebba363b93986c004b3aba56109b8827c85f15074
content/statuses/torpor.json,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,content/statuses,"Q04, Q06, T09, T24–T25; corresponding gameplay system, ST01–ST09",486,21,2ed15490e5b658195466c2aa71c56348a8d7f42b825f6ed36369b7b8255a6608
content/talents/tree.json,automated full-file text/structure scan; manual per-file review not asserted,content/talents,"Q04, Q06, T09, T24–T25; corresponding gameplay system",33006,1326,ded346ecc78320452c17f62fd5ede88f6e868a58fb9951154d2687ee3123de13
content/text/blocked_names.json,automated full-file text/structure scan; manual per-file review not asserted,content/text,"Q04, Q06, T09, T24–T25; corresponding gameplay system",675,18,8c3c06834123de426dce44f73e1a457d9eea2dbb1a278b83699a8f5936c21c3b
content/text/warden_names.json,automated full-file text/structure scan; manual per-file review not asserted,content/text,"Q04, Q06, T09, T24–T25; corresponding gameplay system",1623,114,ce0c049f1dfeb66ee41d06c174c3c1e825531154e23fc49a0dfa4e3570278817
content/traps/arrow_line.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",489,24,70b1d3455410708e987371141ab0de925af013ecda3494f309ad1e682953d092
content/traps/bone_snare.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",506,24,1c12bed5836400b349a64ab783aef2f0c629aee6211a35dd3829c9de93c63027
content/traps/collapsing_floor.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",528,25,ca4c0538f44f3c8ddea8dc0645fad2d888030d605e34bc7ee53ea3fd1a3a33dc
content/traps/ember_grate.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",495,24,6929523aa2c3bbe347a69e97cba1da5edacd0064a1f6da09540492401c0c898a
content/traps/falling_trap.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",366,14,42d8e322a6eab2fdf201cb6f5276c4ac092b174103ce2b1a27006eb6bf669f86
content/traps/frost_trap.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",508,24,296998ffa09ec90689101d96a29a0e8ea0fcfc436e6cc1fadc2b5f895d763c9f
content/traps/gas_vent.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",483,24,a14670ccaf1ab01ff26cba012e6f94d83185bd16a819ff52cff19de401a20b64
content/traps/poison_pool.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",476,24,0f61488a2e54e219db72bf9595f46a76eb8e86ae70d8a50730a8e9173dba4def
content/traps/rot_censer.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",504,24,c9b0c681e79c8c144eb00d3ac207d78a7bd6bc2eb194ed66261e4dbdb8c8a206
content/traps/shadow_trap.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",670,17,8aa0059e69521fc8646d577590692be6abd1403c6c35fcbcb1d5f1ce5bbf4eb5
content/traps/spike_trap.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",416,16,8627cfa7a15f3b3362e8d5eac9e08640dd8eb2f7a1521236bc60f8fbae7280f2
content/traps/swinging_blade.json,automated full-file text/structure scan; manual per-file review not asserted,content/traps,"Q04, Q06, T09, T24–T25; corresponding gameplay system",515,24,45f68e1f4da843d7423c6c186d34e394ae228a2d54f73ac9ff4c43224452816f
content/ui/class_icon_atlas.json,automated full-file text/structure scan; manual per-file review not asserted,content/ui,"Q04, Q06, T09, T24–T25; corresponding gameplay system",573,41,b3ac39870f31e928de014a0ae8227f69463af63232bea417a27f4d614af2c1c0
content/ui/hub_growth.json,full manual source/content read in batch 28; initial scan hash retained; runtime tests proposed only,content/ui,"Q04, Q06, T09, T24–T25; corresponding gameplay system, HB01–HB06",2895,115,1bf27f040001e1d7bf7bf538090427bd405b1abd38ad581173d42d3cad31546b
content/ui/hud_atlas.json,automated full-file text/structure scan; manual per-file review not asserted,content/ui,"Q04, Q06, T09, T24–T25; corresponding gameplay system",174,6,575cd81d8d92a67798b3bcb8c2faf2a6c86b0dccc1be5dc7a4de33a06a768ec0
content/ui/input_glyph_atlas.json,automated full-file text/structure scan; manual per-file review not asserted,content/ui,"Q04, Q06, T09, T24–T25; corresponding gameplay system",7866,529,56ccdd20814cd7731bb4051295e2d8ac1c2bedd468460a2664bbfb34343e5fb7
content/ui/intent_atlas.json,automated full-file text/structure scan; manual per-file review not asserted,content/ui,"Q04, Q06, T09, T24–T25; corresponding gameplay system",284,8,32064de4497234a2e10549a2a2e8a73ab813c7ddd04e03d45c90052025803fa2
content/ui/item_icon_atlas.json,automated full-file text/structure scan; manual per-file review not asserted,content/ui,"Q04, Q06, T09, T24–T25; corresponding gameplay system",18610,1145,45df47672ccfcf35583adf947bb4c76e155fffdd0dc2ae89123fd8e8fede6699
content/ui/status_icon_atlas.json,automated full-file text/structure scan; manual per-file review not asserted,content/ui,"Q04, Q06, T09, T24–T25; corresponding gameplay system",797,57,e4dccaefcd7f0e482d4d2d4f4c2e2ad30f8e06f209be42532004d5dd6a930dc0
content/vfx/effects.json,full manual source/content read in batch 30; initial scan hash retained; visual/audio/runtime checks proposed only,content/vfx,"Q04, Q06, T09, T24–T25; corresponding gameplay system, FX01–FX08, AU01–AU05",21285,1047,08f6dcf000c86e9adac740f693f13fb08ff452a704a4ddee1c00fb8a9df58690
content/waves/umbral_waves.json,full manual source/content read in expanded batch 19; initial scan hash retained; no full wave playtest asserted,content/waves,"Q04, Q06, T09, T24–T25; corresponding gameplay system, WV01–WV14",3311,87,ed419435d7c95008b9a0ae4a7ddc39702e6ac045b20f3c8476b027cc9e616336
content/weapons/axe.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system; WB01–WB03, HF01–HF04",2563,133,3bff713b6951e4dfd5899563190999b272ca0d8f666bfe048e372c5ad5be0621
content/weapons/bow.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system, PR11–PR16; WB01–WB03, HF01–HF04",1507,85,a3036c380ecfc210b146ec1c9795873a94efdbeb3207d2104d8969c3551553ca
content/weapons/castle_sword.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system; WB01–WB03, HF01–HF04",2610,136,d257d43d267801d3ffcef050a68156ed6e44bccf173bd9ce25da3b654c813762
content/weapons/dagger.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system; WB01–WB03, HF01–HF04",2977,150,71fdcb19fec92241eae4b3289c503fa05a8272289a6e5537f661e10d41b1b2ba
content/weapons/greatsword.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system; WB01–WB03, HF01–HF04",2435,125,3bfbf024286ef18f87645fe974be9077bdf43f081387f962779ba02dccb1365f
content/weapons/spear.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system; WB01–WB03, HF01–HF04",2645,135,162d853ea7dce2ae3eebef9f46cec41012dd68bb1ee789d7e1bd7543acc133d9
content/weapons/staff.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system; WB01–WB03, HF01–HF04",2222,115,f47de9b9421e880ca2ffa28ce26d73f2ed6274d65a44728d735378303468dc87
content/weapons/sword_basic.json,full manual source/content read in batch 33; initial scan hash retained; runtime checks proposed only,content/weapons,"Q04, Q06, T09, T24–T25; corresponding gameplay system; WB01–WB03, HF01–HF04",2466,131,2befce7840e21d00f3d2311da92a21f3f8938adec88e4d6f8f60aece7f68c943
docker-compose.yml,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",1987,71,e4b43fecca252f99d8ba73509439eb450a27ce5c43513e0c2c53938354e3649b
global.json,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",81,6,abb754e4de3e434515ec3362db26346bb65de9d1eaf47850b75aceb298af6a8f
package-lock.json,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",2816,84,2f401f0ab172c365133a2edf43b6ba15f2f7ba65351bbbdf071abd3758e079f1
package.json,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",305,13,4efedd9278571395272f79a997a50b919f4419fdf6e552719f3bcd5307d2c195
packages/procedural/Assignment/RoomTypeAssigner.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",14137,366,2d842a72b7bf480fa00b383832ff87541f55117bb293031569bf636526f9ed73
packages/procedural/Aumbrye.Procedural.csproj,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",419,17,8e840e7a517d33c3cdcca8f2427f5a20e86bbd0fa0f83ebaefa45b5149ca7ee9
packages/procedural/Biome/BiomeCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",3853,103,658f939295ac55591f3c216b9371acae7ae91074184b3cf8dfa0e3c5cf61a69d
packages/procedural/Biome/BiomeDefinition.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",688,24,5b3e8b137ba92a464b149a84cc8ac80a9a7024c460e1bcc6ee1c60c40a924120
packages/procedural/Biome/RoomTemplateCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",12184,288,216caf71919f39cd8237930d34cf32732a3fea8b01b55f42fd6de7b882fc2dd9
packages/procedural/Content/AffixCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",4643,141,fe487a4f8936dd0cad2b091460944eb2878549ca1487a54d6da2a3dc966cbbaa
packages/procedural/Content/ContentPaths.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",1220,34,ef35bb9107b97aa7ca03289858557cf13a86fe0660abffd5900e3996269ea04f
packages/procedural/Content/EnemyCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2600,74,4189a4341d2a483a73d27169b2700af46ca2211d065313e29355d95a2d74b7c4
packages/procedural/Content/ItemCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2576,74,3921627dc141f9c68bca037d758c8dade23e0c0699a365316bf4ecb7b3a21128
packages/procedural/Content/ProgressionCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2922,101,5b8df398a2667a838e6dc09f4934c7ac805d70c2d69a6fb90d1995a63a65213f
packages/procedural/Content/RecipeCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",1583,46,b05860662044be636212e24fa13f35f36fc7798915f97b65297aac721d871d86
packages/procedural/Content/TalentCatalog.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2363,76,9ba1956cafd9fa0ac20fe5947ecfd0e2dfda7bd7433382b702b49ed3129ee379
packages/procedural/Generation/DungeonGenerator.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",7488,196,ba2a83a160ea008d0684b5b0404c957484f822dff042bbf8ca6d2240a9eae01b
packages/procedural/Generation/DungeonSeedDeriver.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",1364,37,5d99db31b7e7c5ba945a65d19660fd824193d8f2832d24da7b01f3f4b6bafe35
packages/procedural/Generation/FinalFloorGenerator.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2222,67,445ec412ed88ce03f7a4716ece9f1d1516c29d6c506fa7d891dec705b70c52b9
packages/procedural/Layout/LayoutGraphGenerator.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2712,87,cde3d05a85b7445c8e56d318937474adbc8865b4694079798d4449e567c8fcec
packages/procedural/Layout/LayoutModels.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",1050,33,03b8d3aff47f412c88d6bb5171ace117f62ba83a0db1b19a28f8e1ffbb294c32
packages/procedural/Layout/RoomPlacement.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",5355,120,90d1b0424afcab3bbe6f5299364271ca461948880eec68ba5fb09855a178592e
packages/procedural/Loot/AffixRoller.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",6886,203,31e018b212caa83196da402b9355bf15b5a14a4abe9893abc37d8a01f8235ad2
packages/procedural/Loot/RolledItemInstance.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",1359,40,f691b970da560004c7dca8714266ebce7a25474eb3152c31be2f3abbf79f2591
packages/procedural/Models/DungeonDefinition.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",3847,110,49a124bd5a88ba4d9133286148fa64b8e4d92abe12d9ed39e1d8604814db6141
packages/procedural/Placement/EnemyPlacer.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",3050,88,18a4b1db2fc0cf05d23be62ec8e946d9788af975ceb148a4032010d0ceec21ae
packages/procedural/Placement/LootPlacer.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",3787,102,8fc822d85ae38fe9b5681afe3980da6d9d15e837536dd15c087f7f2ec3c27bd1
packages/procedural/Placement/ThemeLootTables.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2998,60,1b7c26b11b42299e24531f3e4b1f2dfd38db1c142f29a12743e7f48d6d36d1ce
packages/procedural/ProceduralAssembly.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",249,11,de81b54b8b3f89d4d521216745f65c16589e7c88d35a2cfc18a3ceac594ee844
packages/procedural/Random/SeededRandom.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",2380,60,8c90eeb4385e206e11cfcff1429c100c1414d2d8d7b5d1f8ed6bffd88ccce0f8
packages/procedural/Serialization/CanonicalJsonSerializer.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",6981,171,884e93cdd47cbc6200095522358f6d8c0d3543ed5d8aa86ce9294b0e37f42065
packages/procedural/Validation/ConnectivityValidator.cs,automated full-file text/structure scan; manual per-file review not asserted,C# procedural library,"T05, D01–D12, Q04",4374,121,7cae328e5ad264846dc44bde43c24fda3f7ff26b9943ad3de5f38e0b30bcc5c3
packages/shared/Aumbrye.Shared.csproj,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",286,10,3ba11f3d0709ec49e83e58eec30afd372ab1407909c16fc275305613e3bd5a5f
packages/shared/Contracts/ApiVersions.cs,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",318,9,ef91c5cd049e8ede9b273e8616548a6d39beb1cf33210cf41d5dc9f2f9ffec47
packages/shared/Contracts/Auth/AuthContracts.cs,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",2136,54,30bc8f5435e0a33f15edaeb2d5a26ea93f0efbc49430b22efc1f325b8ba053c9
packages/shared/Contracts/ErrorResponse.cs,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",87,3,6bd866ac9e7ee7ead86c64fe80f150543e66377196d9c68c208fcdfb8ebf199c
packages/shared/Contracts/HealthResponse.cs,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",89,3,666f69f7836a3fc20db33e2da427332cbeed678c0feb4fca36436cd300ba3e67
packages/shared/Contracts/Leaderboards/LeaderboardContracts.cs,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",651,20,24aaf0a2ab588c8d2f8d687858ce1c0dfa4c4bdfc5063ff12cb86eb4e5b6e6a6
packages/shared/Contracts/Runs/RunContracts.cs,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",997,39,9f3975558aefd8e051cdbb42acb09b12c1173c702e6babf859c1bca95670ffae
packages/shared/Contracts/Saves/SaveContracts.cs,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",362,14,cfc18a242db5a22eb379c27f174fcce8e378a2a6d41de78614591b139e3081b2
packages/shared/openapi/aumbrye-api.v1.yaml,automated full-file text/structure scan; manual per-file review not asserted,shared contracts,"T05–T07, T15–T19, W03–W04",22931,899,da2535f133841ed684b0dae43b3c3240df60d9548723532e869a3ff092c54559
project_structure.json,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",10424,427,5f92b935b04befc2a7bfd52c988173a44c1d9ace057ca162169a7f0e44611f51
pyproject.toml,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",119,7,a725d3a1fac8416287eff3debf2b56d4f7440afc259cb2c58730abc8ff1ba0b0
scripts/audit-sweep.mjs,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
scripts/balance/balance-cli.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",34438,868,861b84ecf00a6109e3c21073e978641d2ee772d82d1532de41390f9a4d1c0d13
scripts/balance/generate-m6-items.ps1,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",6303,113,95326c7c931150e43c22063ec3c66b19261ddf35afa220654b60d046ae62b9d7
scripts/balance/progression_model.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",10927,272,be398e10e4b6de429497f946acb579c632223bbc51699695feda49ef0ed3d3e7
scripts/check-doc-paths.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",4325,93,ab966ea249b5efb9c0cbdc3babe64e7355c171aba69f093bdc75ad81af598956
scripts/check-untranslated-strings.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",3465,91,4f8c99030f35170a9e6fe442fa371efeed5e890a1697c9d0786547d978b03d5d
scripts/generate_ui_skin_assets.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",2488,80,234f94c0378ea0f182ca524569d078d81a56e0a7c28c6ec7b1d84b10f221bd91
scripts/godot-bin.ps1,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",1129,43,87f8dfc1306a948be694a52c22a74ae3747d9b80be65ecc14706f42750da9ef3
scripts/openapi-drift/check-routes.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",2670,87,1e0ee1bdc19890373e16752fd4ac51459df45d66bbd836fea7e9a5625f53c06a
scripts/tag_ui_label_variations.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",2751,91,88315b20c6030668e77602d6ddb31a97622f3d9e46d190ecc884248b96ef1dd1
scripts/tools/fix-audio-imports.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",2006,64,9193499b43361556d535a60d389d665879d3061e3fd54b567fbd8662e0325556
scripts/tools/generate-biome-audio.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",714,20,a2dff058abd5b988d0af5fc906ea0d3532e646ee109e9d220d2d0d5471632346
scripts/tools/generate-combat-sfx.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",5571,165,5d7305399643f0b1321afcddd2ec5896520bf664c0e48d9ce0d070b1313c50ca
scripts/tools/generate-game-audio.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",11593,271,a747ad861e2d7bb77abac6b47b4d5328f53f9caa5c19c1ad150b75d03bf1679e
scripts/validate-content/package-lock.json,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",11209,304,7d9c4a663e6b579ad3f91545e2b49531edacbafbb573b9a7dcffc80822e54183
scripts/validate-content/package.json,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",367,16,00b2de2663c5bb27b0387a54273cb49bdde9c2c29320889676c9583fa5796cdd
scripts/validate-content/validate.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",43111,1323,3894b21fc1e5933b5d734f9fd4a242a4180d96fd5633eb65bfd2e62184515484
scripts/validate.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",8413,279,0124bd540004113e48caebea3c285866e089d23868d63d70d1c3ec0d31562e6b
scripts/validate.ps1,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",123,4,fec1c0af46ab8fb06e3caa786864754014581a617c546d3144011972f9514990
scripts/validate.sh,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",123,4,71985406d13f94c85847a8733098ea688d232727ce9afb57c12a2f4306248741
services/backend/.config/dotnet-tools.json,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",170,12,c939c115a431c50287be78c3fa4210a3001fe81f66c13fb588e8616baf49b083
services/backend/.dockerignore,binary bytes/header/hash checked; not visually or aurally reviewed,backend,"T05–T07, T14–T22; backend validation gate",26,0,126f31733a2588297f64db96ca1895749ce8e2a620099c20d3062ec4cc448ba0
services/backend/Aumbrye.sln,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",3421,49,b70928947489fb09f214d6253c50beea9598b65da77f9c02bebcffa5c86c97ea
services/backend/Dockerfile,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",959,24,21d17a8a251702350fdd4e78bc4c0ebbd3a4cb8e974c02501f453736c3a36c8f
services/backend/README.md,excluded: existing document,excluded,Coverage exclusions — no conclusion based on contents,0,0,
services/backend/src/Aumbrye.Api/Aumbrye.Api.csproj,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",1247,52,bc6a17c4028d01286bf4869c873b118f19d097626a3b28a8df386b3c227733b0
services/backend/src/Aumbrye.Api/Auth/ClaimsPrincipalExtensions.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",310,12,3e5e10ecb9fd86c5bbef6f51007d8355b22b4d01354421d290590176ab0320e8
services/backend/src/Aumbrye.Api/Endpoints/ApiEndpoints.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",18780,467,dfc0a8bd36b2606bbb0d658bc910314d26c0da863543999beb1b829209628c5e
services/backend/src/Aumbrye.Api/Endpoints/LeaderboardsEndpoints.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",2838,71,3e647a7cae09fc31eb4e32a28fa76ae5f7e5c6b4d2e4852273b776f0588fa3d4
services/backend/src/Aumbrye.Api/Endpoints/TelemetryEndpoints.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",737,23,cbfcd1cb6a6b0b063a3d93f346d91f943284d5f1c80c256101e7daa47a86ff6f
services/backend/src/Aumbrye.Api/Middleware/VersionHeaderMiddleware.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",3564,96,90ea6d6a4cb55a46270331b83efb3b443ac396fabba1407f71ea72a3a60a4d3c
services/backend/src/Aumbrye.Api/ProblemResults.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",1504,32,b3bcdf618485d5054e5b12eafca211c8614eab22cf881915f9c6d4a5957f8125
services/backend/src/Aumbrye.Api/Program.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",11668,322,183cb5655fd0e634d555e1648d74de2fef10d30043662dea8c02c3913d2e6ded
services/backend/src/Aumbrye.Api/Properties/launchSettings.json,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",296,13,2bc95b5d44318d3435bd7dafc139a764bab0c9f5ed829eda8cd91214989d7a76
services/backend/src/Aumbrye.Api/appsettings.Development.json.example,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",285,12,55d0481935acacb6427e972d0d99c8f3bba1493b62a25451f46a39fe2f6dd8b8
